Test_Number,Unix_Start_Time,Local_Start_Time,UTC_Start_Time,Characters,Seconds,CPS,WPM,Mistake_Free_Test,Backspaces as % of Verse Length,Incorrect Characters as % of Verse Length,Book,Chapter,Verse #,Verse,Verse_Order,Autostart,% of Words Typed Correctly,Extra Keystrokes %,Test Version,Location,Keyboard,Layout,Caffeine,Custom_1,Custom_2,Custom_3,WPM_Rank,WPM_Percentile,Last 10 Avg,Last 100 Avg,Last 1000 Avg,Incorrect Character % Last 10 Avg,Incorrect Character % Last 100 Avg,Incorrect Character % Last 1000 Avg,Extra Keystrokes % Last 10 Avg,Extra Keystrokes % Last 100 Avg,Extra Keystrokes % Last 1000 Avg,Local_Start_Year,Local_Start_Month,Local_Start_Date,Local_Start_Hour,Local_Start_Minute,Local_Start_10_Minute_Block,Local_Start_15_Minute_Block,Local_Start_30_Minute_Block,Count,Local_End_Time,Local_End_Year,Local_End_Month,Local_End_Date,Local_End_Hour,Local_End_Minute,Local_End_15_Minute_Block,Local_End_10_Minute_Block,Local_End_30_Minute_Block,cumulative_avg,Session,Test_#_Within_Session
2373,1721182532.0,2024-07-21 15:32:00.000000,2024-07-17 02:15:32.003870+00:00,162,25.69988929,6.303529099,75.64234919,0,1.851851852,1.851851852,EXO,29,36,"Every day you shall offer the bull of sin offering for atonement. You shall cleanse the altar when you make atonement for it. You shall anoint it, to sanctify it.",2373,1,96.66666667,3.703703704,v2,,mac,qwerty,,,,,238,90.5048076923077,74.527411613,70.67304510286,66.85320709869998,2.836006844900001,4.36723650813,3.580074880056,5.990408895000005,9.03362093419,7.475281395857,2024.0,7.0,2024-07-21,15.0,32.0,4.0,3.0,2.0,1,2024-07-21 15:32:25.699889290,2024.0,7.0,2024-07-21,15.0,32.0,3.0,4.0,2.0,61.271,915,1
2374,1721182558.0,2024-07-21 15:57:00.000000,2024-07-17 02:15:57.732574+00:00,143,22.27561608,6.419575533,77.0349064,1,0.0,0.0,EXO,29,37,"Seven days you shall make atonement for the altar, and sanctify it; and the altar shall be most holy. Whatever touches the altar shall be holy.",2374,1,100.0,0.0,v2,,mac,qwerty,,,,,177,92.94871794871796,74.386104066,70.82714699556,66.84431077961999,2.7459167548000005,4.303856226440001,3.580074880056,5.720138624700005,8.90686037079,7.475281395857,2024.0,7.0,2024-07-21,15.0,57.0,6.0,4.0,2.0,1,2024-07-21 15:57:22.275616080,2024.0,7.0,2024-07-21,15.0,57.0,4.0,6.0,2.0,61.278,916,1
2375,1721182580.0,2024-07-21 16:20:00.000000,2024-07-17 02:16:20.023273+00:00,98,17.21937754,5.691262635,68.29515162,1,0.0,0.0,EXO,29,38,"""Now this is that which you shall offer on the altar: two lambs a year old day by day continually.",2375,1,100.0,0.0,v2,,mac,qwerty,,,,,736,70.55288461538461,74.093915499,70.82529268486,66.84524669761,2.627339679700001,4.270522893110001,3.580074880056,5.403933091100005,8.80686037079,7.475281395857,2024.0,7.0,2024-07-21,16.0,20.0,3.0,2.0,1.0,1,2024-07-21 16:20:17.219377540,2024.0,7.0,2024-07-21,16.0,20.0,2.0,3.0,1.0,61.281,917,1
2376,1721182597.0,2024-07-21 16:37:00.000000,2024-07-17 02:16:37.267924+00:00,91,14.11050579,6.449095543,77.38914651,0,1.098901099,1.098901099,EXO,29,39,The one lamb you shall offer in the morning; and the other lamb you shall offer at evening;,2376,1,100.0,2.197802198,v2,,mac,qwerty,,,,,157,93.75,75.030434941,70.90168104246,66.85487751075,2.3024471809000007,4.24229621783,3.5811737811549995,4.754148093500006,8.7373351248,7.477479198055,2024.0,7.0,2024-07-21,16.0,37.0,4.0,3.0,2.0,1,2024-07-21 16:37:14.110505790,2024.0,7.0,2024-07-21,16.0,37.0,3.0,4.0,2.0,61.287,918,1
2377,1721182611.0,2024-07-21 16:51:00.000000,2024-07-17 02:16:51.409052+00:00,170,31.13320375,5.460408166,65.524898,0,2.941176471,2.941176471,EXO,29,40,"and with the one lamb a tenth part of an ephah of fine flour mixed with the fourth part of a hin of beaten oil, and the fourth part of a hin of wine for a drink offering.",2377,1,92.10526316,5.882352941,v2,,mac,qwerty,,,,,969,61.21794871794872,75.070216031,70.89028398056001,66.84064386611999,1.8502961713000008,4.186962219830001,3.5834156569270004,3.700592342600005,8.60971797621,7.481962949597,2024.0,7.0,2024-07-21,16.0,51.0,6.0,4.0,2.0,1,2024-07-21 16:51:31.133203750,2024.0,7.0,2024-07-21,16.0,51.0,4.0,6.0,2.0,61.289,919,1
2378,1721182643.0,2024-07-21 17:22:00.000000,2024-07-17 02:17:22.572374+00:00,204,71.24924538,2.863188219,34.35825863,0,2.941176471,1.470588235,EXO,29,41,"The other lamb you shall offer at evening, and shall do to it according to the meal offering of the morning and according to its drink offering, for a pleasant aroma, an offering made by fire to the LORD.",2378,1,97.43589744,5.882352941,v2,,mac,qwerty,,,,,2458,1.5625,70.66267424,70.46141769126001,66.80752852543002,1.7270847245000005,4.19195936432,3.576610383093,3.7482870962000057,8.64912402989,7.471293578398,2024.0,7.0,2024-07-21,17.0,22.0,3.0,2.0,1.0,1,2024-07-21 17:23:11.249245380,2024.0,7.0,2024-07-21,17.0,23.0,2.0,3.0,1.0,61.278,920,1
2379,1721182714.0,2024-07-21 18:33:00.000000,2024-07-17 02:18:33.832083+00:00,169,33.107707,5.104551638,61.25461966,0,3.550295858,3.550295858,EXO,29,42,"It shall be a continual burnt offering throughout your generations at the door of the Tent of Meeting before the LORD, where I will meet with you, to speak there to you.",2379,1,90.625,7.100591716,v2,,mac,qwerty,,,,,1392,44.27083333333333,68.140256875,70.34534704736001,66.80280150349999,1.8362126710000006,4.19297956428,3.573297933853,3.966542989100005,8.65116442981,7.464668679913999,2024.0,7.0,2024-07-21,18.0,33.0,4.0,3.0,2.0,1,2024-07-21 18:33:33.107707000,2024.0,7.0,2024-07-21,18.0,33.0,3.0,4.0,2.0,61.278,921,1
2380,1721182919.0,2024-07-21 21:59:00.000000,2024-07-17 02:21:59.359098+00:00,93,17.02561413,5.462358028,65.54829634,0,1.075268817,1.075268817,EXO,29,43,There I will meet with the children of Israel; and the place shall be sanctified by my glory.,2380,1,100.0,2.150537634,v2,,mac,qwerty,,,,,965,61.37820512820513,67.746362894,70.18971169526,66.79399874365001,1.8104062194000008,4.1853836286,3.572822815073,3.9149300858000053,8.635972558439999,7.463718442354001,2024.0,7.0,2024-07-21,21.0,59.0,6.0,4.0,2.0,1,2024-07-21 21:59:17.025614130,2024.0,7.0,2024-07-21,21.0,59.0,4.0,6.0,2.0,61.28,922,1
2381,1721182937.0,2024-07-21 22:16:00.000000,2024-07-17 02:22:16.708013+00:00,132,20.51283417,6.434995717,77.2199486,1,0.0,0.0,EXO,29,44,I will sanctify the Tent of Meeting and the altar. I will also sanctify Aaron and his sons to minister to me in the priest's office.,2381,1,100.0,0.0,v2,,mac,qwerty,,,,,167,93.34935897435898,67.952037421,70.08323304865999,66.8000666738,1.5213888784000007,4.1853836286,3.567438199688,3.336895403700006,8.635972558439999,7.452949211584,2024.0,7.0,2024-07-21,22.0,16.0,2.0,2.0,1.0,1,2024-07-21 22:16:20.512834170,2024.0,7.0,2024-07-21,22.0,16.0,2.0,2.0,1.0,61.286,923,1
2382,1721182957.0,2024-07-21 22:37:00.000000,2024-07-17 02:22:37.251721+00:00,65,10.62796117,6.115942557,73.39131069,1,0.0,0.0,EXO,29,45,"I will dwell among the children of Israel, and will be their God.",2382,1,100.0,0.0,v2,,mac,qwerty,,,,,339,86.45833333333334,67.565888564,70.03417619116,66.80449887177001,1.1988082332000007,4.16185421684,3.559573031149,2.6917341134000057,8.58891373491,7.436095279004,2024.0,7.0,2024-07-21,22.0,37.0,4.0,3.0,2.0,1,2024-07-21 22:37:10.627961170,2024.0,7.0,2024-07-21,22.0,37.0,3.0,4.0,2.0,61.291,924,1
2383,1721182968.0,2024-07-21 22:47:00.000000,2024-07-17 02:22:47.896376+00:00,144,25.01779133,5.755903792,69.0708455,0,1.388888889,1.388888889,EXO,29,46,"They shall know that I am the LORD their God, who brought them out of the land of Egypt, that I might dwell among them: I am the LORD their God.",2383,1,96.77419355,2.777777778,v2,,mac,qwerty,,,,,671,73.15705128205127,66.908738195,69.98941038256,66.80465024132,1.1525119369000008,4.17574310573,3.558131731359,2.5991415208000057,8.61669151269,7.433212679424,2024.0,7.0,2024-07-21,22.0,47.0,5.0,4.0,2.0,1,2024-07-21 22:47:25.017791330,2024.0,7.0,2024-07-21,22.0,47.0,4.0,5.0,2.0,61.295,925,1
2384,1721183430.0,,2024-07-17 02:30:30.229843+00:00,148,75.14027904,1.969649326,23.63579192,0,6.081081081,5.405405405,EXO,30,2,"Its length shall be a cubit, and its width a cubit. It shall be square, and its height shall be two cubits. Its horns shall be of one piece with it.",2385,1,93.5483871,12.16216216,v2,,mac,qwerty,,,,,2479,0.7211538461538461,61.56882674699999,69.58122528365999,66.75604806811,1.6930524774000006,4.14806639055,3.5587178596560003,3.8153577368000056,8.55562082659,7.435736287367,,,,,,,,,1,,,,,,,,,,61.279,925,2
2385,1721299373.0,,2024-07-18 10:42:52.876535+00:00,174,33.81727533,5.145299208,61.7435905,1,0.0,0.0,EXO,30,4,"You shall make two golden rings for it under its molding; on its two ribs, on its two sides you shall make them; and they shall be for places for poles with which to bear it.",2387,1,100.0,0.0,v2,,mac,qwerty,,,,,1328,46.8349358974359,60.913670634999995,69.34090403106,66.75968368553,1.6930524774000006,4.14806639055,3.549297569801,3.8153577368000056,8.55562082659,7.416895707657001,,,,,,,,,1,,,,,,,,,,61.279,925,3
2386,1721299407.0,,2024-07-18 10:43:26.727768+00:00,68,11.04727267,6.155365406,73.86438487,1,0.0,0.0,EXO,30,5,"You shall make the poles of acacia wood, and overlay them with gold.",2388,1,100.0,0.0,v2,,mac,qwerty,,,,,316,87.3798076923077,60.561194471,69.27107362075999,66.76138343247,1.5831623675000006,4.14806639055,3.548702331706,3.595577517000005,8.55562082659,7.415705231467,,,,,,,,,1,,,,,,,,,,61.284,925,4
2387,1721299418.0,,2024-07-18 10:43:37.806968+00:00,145,21.83599554,6.640411687,79.68494025,1,0.0,0.0,EXO,30,6,"You shall put it before the veil that is by the ark of the covenant, before the mercy seat that is over the covenant, where I will meet with you.",2389,1,100.0,0.0,v2,,mac,qwerty,,,,,95,96.23397435897436,61.977198695999995,69.30663594576,66.77332658645,1.2890447204000008,4.11235210484,3.546574672132,3.0073422229000055,8.48419225516,7.411449912318,,,,,,,,,1,,,,,,,,,,61.292,925,5
2388,1721299440.0,,2024-07-18 10:43:59.674845+00:00,104,21.16879925,4.912890843,58.95469012,0,7.692307692,7.692307692,EXO,30,7,"Aaron shall burn incense of sweet spices on it every morning. When he tends the lamps, he shall burn it.",2390,1,90.0,15.38461538,v2,,mac,qwerty,,,,,1575,36.93910256410257,64.436841845,69.00129184396,66.76977278171,1.9112166661000007,4.16947320156,3.549956634996,3.957568466800005,8.59843444856,7.413041424247999,,,,,,,,,1,,,,,,,,,,61.291,925,6
2389,1721299461.0,,2024-07-18 10:44:21.157410+00:00,122,19.89044692,6.133597727,73.60317273,0,0.819672131,0.819672131,EXO,30,8,"When Aaron lights the lamps at evening, he shall burn it, a perpetual incense before the LORD throughout your generations.",2391,1,95.0,1.639344262,v2,,mac,qwerty,,,,,324,87.05929487179486,65.67169715200001,68.97025812316,66.78438871012001,1.6381542934000006,4.15672751449,3.5507763071269998,3.4114437214000057,8.57294307443,7.414680768509999,,,,,,,,,1,,,,,,,,,,61.296,925,7
2390,1721299481.0,,2024-07-18 10:44:41.076087+00:00,124,21.56594725,5.749805402,68.99766483,0,2.419354839,2.419354839,EXO,30,9,"You shall offer no strange incense on it, nor burnt offering, nor meal offering; and you shall pour no drink offering on it.",2392,1,91.30434783,4.838709677,v2,,mac,qwerty,,,,,680,72.79647435897436,66.016634001,68.91217925026001,66.78460202037,1.7725628956000008,4.1554973340700005,3.553195661966,3.6802609257000056,8.57048271357,7.4195194781869995,,,,,,,,,1,,,,,,,,,,61.299,925,8
2391,1721299503.0,,2024-07-18 10:45:02.674549+00:00,212,34.90852638,6.073014877,72.87617852,1,0.0,0.0,EXO,30,10,"Aaron shall make atonement on its horns once in the year; with the blood of the sin offering of atonement once in the year he shall make atonement for it throughout your generations. It is most holy to the LORD.""",2393,1,100.0,0.0,v2,,mac,qwerty,,,,,363,85.49679487179486,65.582256993,68.83380192306,66.7910566462,1.7725628956000008,4.14936236474,3.552294761065,3.6802609257000056,8.558212774920001,7.417717676385,,,,,,,,,1,,,,,,,,,,61.304,925,9
2392,1721299538.0,,2024-07-18 10:45:37.598066+00:00,32,5.231295666,6.117031428,73.40437714,1,0.0,0.0,EXO,30,11,"The LORD spoke to Moses, saying,",2394,1,100.0,0.0,v2,,mac,qwerty,,,,,338,86.49839743589743,65.583563638,68.84609304845999,66.79835328433,1.7725628956000008,4.10174331712,3.548128094398,3.6802609257000056,8.46297467968,7.409384343052,,,,,,,,,1,,,,,,,,,,61.309,925,10
2393,1721299543.0,,2024-07-18 10:45:42.858600+00:00,233,37.27161342,6.251406329,75.01687595,1,0.0,0.0,EXO,30,12,"""When you take a census of the children of Israel, according to those who are counted among them, then each man shall give a ransom for his soul to the LORD when you count them, that there be no plague among them when you count them.",2395,1,100.0,0.0,v2,,mac,qwerty,,,,,262,89.54326923076923,66.178166683,68.86250533236,66.79983925719,1.6336740067000008,4.0801605833100005,3.5474524187220005,3.4024831479000057,8.419809212050001,7.408032991701,,,,,,,,,1,,,,,,,,,,61.315,925,11
2394,1721299580.0,,2024-07-18 10:46:20.159017+00:00,201,33.92819775,5.924275774,71.09130929,1,0.0,0.0,EXO,30,13,"They shall give this, everyone who passes over to those who are counted, half a shekel according to the shekel of the sanctuary (the shekel is twenty gerahs); half a shekel for an offering to the LORD.",2396,1,100.0,0.0,v2,,mac,qwerty,,,,,492,80.32852564102564,70.92371842,68.79261412526,66.81519494129999,1.0931334662000007,4.0801605833100005,3.530785752052,2.1862669319000054,8.419809212050001,7.374699658371,,,,,,,,,1,,,,,,,,,,61.319,925,12
2395,1721299614.0,,2024-07-18 10:46:54.114643+00:00,121,18.30915642,6.608715183,79.3045822,0,2.479338843,2.479338843,EXO,30,14,"Everyone who passes over to those who are counted, from twenty years old and upward, shall give the offering to the LORD.",2397,1,86.36363636,4.958677686,v2,,mac,qwerty,,,,,106,95.79326923076923,72.67981759,68.97442366106,66.82765115668,1.3410673505000008,4.06667645978,3.533265090895,2.6821347005000056,8.383271587000001,7.379658336056999,,,,,,,,,1,,,,,,,,,,61.327,925,13
2396,1721299632.0,,2024-07-18 10:47:12.453031+00:00,160,23.93011342,6.686136301,80.23363561,1,0.0,0.0,EXO,30,15,"The rich shall not give more, and the poor shall not give less, than the half shekel, when they give the offering of the LORD, to make atonement for your souls.",2398,1,100.0,0.0,v2,,mac,qwerty,,,,,82,96.7548076923077,73.31674266399999,68.95920899016001,66.85876357011999,1.3410673505000008,4.06667645978,3.531378298442,2.6821347005000056,8.383271587000001,7.3721111662459995,,,,,,,,,1,,,,,,,,,,61.335,925,14
2397,1721299656.0,,2024-07-18 10:47:36.414204+00:00,229,34.28556367,6.679196009,80.1503521,0,0.873362445,0.873362445,EXO,30,16,"You shall take the atonement money from the children of Israel, and shall appoint it for the service of the Tent of Meeting; that it may be a memorial for the children of Israel before the LORD, to make atonement for your souls.""",2399,1,97.6744186,1.746724891,v2,,mac,qwerty,,,,,85,96.63461538461539,73.363283849,68.96982762025999,66.88694682967999,1.4284035950000007,4.05962061055,3.5269885029920003,2.856807189600006,8.36915988854,7.363331575347001,,,,,,,,,1,,,,,,,,,,61.342,925,15
2398,1721299691.0,,2024-07-18 10:48:10.727709+00:00,32,4.646530292,6.886859224,82.64231069,1,0.0,0.0,EXO,30,17,"The LORD spoke to Moses, saying,",2400,1,100.0,0.0,v2,,mac,qwerty,,,,,37,98.5576923076923,75.732045906,69.12114959586,66.91433398491,0.6591728258000007,3.9869710378999996,3.5269885029920003,1.3183456516000056,8.21531373474,7.363331575347001,,,,,,,,,1,,,,,,,,,,61.351,925,16
2399,1721299696.0,,2024-07-18 10:48:15.679863+00:00,172,29.22534863,5.885301907,70.62362289,0,5.23255814,4.651162791,EXO,30,18,"""You shall also make a basin of bronze, and its base of bronze, in which to wash. You shall put it between the Tent of Meeting and the altar, and you shall put water in it.",2401,1,94.44444444,9.88372093,v2,,mac,qwerty,,,,,533,78.68589743589743,75.434090922,68.86362425986,66.93362636440001,1.0423218918000008,4.033482665809999,3.52732311902,2.1427833184000056,8.29217292206,7.3645822027520005,,,,,,,,,1,,,,,,,,,,61.355,925,17
2400,1721299725.0,,2024-07-18 10:48:44.920092+00:00,63,10.887123,5.786652727,69.43983273,0,6.349206349,6.349206349,EXO,30,19,Aaron and his sons shall wash their hands and their feet in it.,2402,1,92.30769231,12.6984127,v2,,mac,qwerty,,,,,633,74.67948717948718,75.478307712,69.04582205876001,66.95765634634999,1.4353070428000005,3.8969747293,3.529826171523,2.928753620700006,8.00176574476,7.36958830776,,,,,,,,,1,,,,,,,,,,61.359,925,18
2401,1721299736.0,,2024-07-18 10:48:55.833245+00:00,180,28.32832796,6.354063687,76.24876425,1,0.0,0.0,EXO,30,20,"When they go into the Tent of Meeting, they shall wash with water, that they not die; or when they come near to the altar to minister, to burn an offering made by fire to the LORD.",2403,1,100.0,0.0,v2,,mac,qwerty,,,,,210,91.62660256410257,75.815566285,69.10725050536,66.98513324385999,1.4353070428000005,3.8338168345600003,3.523304432393,2.928753620700006,7.875449955260001,7.35219700341,,,,,,,,,1,,,,,,,,,,61.365,925,19
2402,1721299764.0,,2024-07-18 10:49:24.185113+00:00,172,29.30162267,5.869982081,70.43978497,0,0.581395349,0.581395349,EXO,30,21,"So they shall wash their hands and their feet, that they not die. This shall be a statute forever to them, even to him and to his descendants throughout their generations.""",2404,1,96.77419355,1.162790698,v2,,mac,qwerty,,,,,543,78.28525641025641,75.51910706800001,69.09021665995999,66.98762358205,1.4934465777000008,3.81165876008,3.521937775794,3.0450326905000056,7.8311338063,7.349463690212,,,,,,,,,1,,,,,,,,,,61.369,925,20
2403,1721299794.0,,2024-07-18 10:49:53.512469+00:00,41,6.722805125,6.098644723,73.18373668,1,0.0,0.0,EXO,30,22,"Moreover the LORD spoke to Moses, saying,",2405,1,100.0,0.0,v2,,mac,qwerty,,,,,348,86.09775641025641,75.335793141,69.04629875906,67.01384530503,1.4934465777000008,3.78893148735,3.520488500432,3.0450326905000056,7.78567926085,7.343666588763,,,,,,,,,1,,,,,,,,,,61.373,925,21
2404,1721299800.0,,2024-07-18 10:50:00.265306+00:00,174,39.3032875,4.427110582,53.12532698,0,5.172413793,4.597701149,EXO,30,23,"""Also take fine spices: of liquid myrrh, five hundred shekels; and of fragrant cinnamon half as much, even two hundred and fifty; and of fragrant cane, two hundred and fifty;",2406,1,90.0,10.34482759,v2,,mac,qwerty,,,,,1975,20.91346153846154,73.53919491,68.76552695256001,67.00996260640001,1.9532166926000005,3.7857281709699997,3.524193344438,4.079515449500006,7.79076688101,7.352225702067001,,,,,,,,,1,,,,,,,,,,61.37,925,22
2405,1721299840.0,,2024-07-18 10:50:39.598864+00:00,93,14.59009596,6.374187001,76.49024401,1,0.0,0.0,EXO,30,24,"and of cassia five hundred, according to the shekel of the sanctuary; and a hin of olive oil.",2407,1,100.0,0.0,v2,,mac,qwerty,,,,,198,92.1073717948718,73.25776109099999,68.81307627435999,67.02295085549,1.7052828083000005,3.71463812358,3.5173557376,3.5836476809000053,7.64858678621,7.338550488387,,,,,,,,,1,,,,,,,,,,61.376,925,23
2406,1721299854.0,,2024-07-18 10:50:54.211234+00:00,130,27.44143042,4.737362376,56.84834851,0,9.230769231,7.692307692,EXO,30,25,"You shall make it into a holy anointing oil, a perfume compounded after the art of the perfumer: it shall be a holy anointing oil.",2408,1,96.0,18.46153846,v2,,mac,qwerty,,,,,1747,30.048076923076923,70.919232381,68.76322448916,67.01800415584,2.4745135775000007,3.6815612004999996,3.525048045292,5.429801526900006,7.61320217081,7.357012026847,,,,,,,,,1,,,,,,,,,,61.374,925,24
2407,1721299882.0,,2024-07-18 10:51:21.683373+00:00,72,10.38076825,6.935902841,83.2308341,1,0.0,0.0,EXO,30,26,"You shall use it to anoint the Tent of Meeting, the ark of the covenant,",2409,1,100.0,0.0,v2,,mac,qwerty,,,,,36,98.59775641025641,71.227280581,69.18709767816,67.03692629833,2.387177333000001,3.3690612004999996,3.525048045292,5.255129037800005,6.98820217081,7.357012026847,,,,,,,,,1,,,,,,,,,,61.384,925,25
2408,1721299892.0,,2024-07-18 10:51:32.094685+00:00,89,15.05430025,5.911932041,70.94318449,0,2.247191011,2.247191011,EXO,30,27,"the table and all its articles, the lamp stand and its accessories, the altar of incense,",2410,1,87.5,4.494382022,v2,,mac,qwerty,,,,,511,79.5673076923077,70.057367961,69.38317541986,67.05555678786999,2.611896434100001,3.2328029519100006,3.527295236303,5.704567240000006,6.6839396418299994,7.361506408868999,,,,,,,,,1,,,,,,,,,,61.387,925,26
2409,1721299907.0,,2024-07-18 10:51:47.463220+00:00,79,12.57936896,6.280124246,75.36149095,0,2.53164557,2.53164557,EXO,30,28,"the altar of burnt offering with all its utensils, and the basin with its base.",2411,1,86.66666667,5.063291139,v2,,mac,qwerty,,,,,246,90.18429487179486,70.531154767,69.43335519956,67.06086589818,2.399944712000001,3.2146411467399996,3.528607369678,5.222524260900006,6.647616031480001,7.364130675618,,,,,,,,,1,,,,,,,,,,61.393,925,27
2410,1721299920.0,,2024-07-18 10:52:00.072840+00:00,89,16.06634679,5.539529375,66.4743525,0,3.370786517,2.247191011,EXO,30,29,"You shall sanctify them, that they may be most holy. Whatever touches them shall be holy.",2412,1,87.5,6.741573034,v2,,mac,qwerty,,,,,887,64.50320512820514,70.23460674399999,69.38512269396,67.07102391160001,1.9897431782000008,3.1911360453599995,3.5308545606890003,4.626840294300005,6.62307773883,7.370872248652,,,,,,,,,1,,,,,,,,,,61.395,925,28
2411,1721299936.0,,2024-07-18 10:52:16.169600+00:00,108,16.4183395,6.578009914,78.93611897,1,0.0,0.0,EXO,30,30,"You shall anoint Aaron and his sons, and sanctify them, that they may minister to me in the priest's office.",2413,1,100.0,0.0,v2,,mac,qwerty,,,,,115,95.4326923076923,70.503342216,69.51236154686,67.11194519104001,1.9897431782000008,3.17389466605,3.52192598926,4.626840294300005,6.588594980210001,7.353015105792,,,,,,,,,1,,,,,,,,,,61.403,925,29
2412,1721299953.0,,2024-07-18 10:52:32.603385+00:00,121,19.20048538,6.301924021,75.62308825,0,1.652892562,1.652892562,EXO,30,31,"You shall speak to the children of Israel, saying, 'This shall be a holy anointing oil to me throughout your generations.",2414,1,95.23809524,3.305785124,v2,,mac,qwerty,,,,,239,90.46474358974359,71.02167254399998,69.74268541316,67.12241490189001,2.0968928995000007,3.15652528659,3.5195788818220004,4.841139736900006,6.553856221279999,7.348320890916001,,,,,,,,,1,,,,,,,,,,61.409,925,30
2413,1721299972.0,,2024-07-18 10:52:51.832887+00:00,134,21.43842708,6.250458557,75.00550268,1,0.0,0.0,EXO,30,32,"It shall not be poured on man's flesh, and do not make any like it, according to its composition. It is holy. It shall be holy to you.",2415,1,100.0,0.0,v2,,mac,qwerty,,,,,263,89.50320512820514,71.203849144,69.88941207616,67.13576040279999,2.0968928995000007,3.15652528659,3.511832402949,4.841139736900006,6.553856221279999,7.3328279331660005,,,,,,,,,1,,,,,,,,,,61.414,925,31
2414,1721299993.0,,2024-07-18 10:53:13.302127+00:00,110,19.12387825,5.751971361,69.02365633,1,0.0,0.0,EXO,30,33,"Whoever compounds any like it, or whoever puts any of it on a stranger, he shall be cut off from his people.'""",2416,1,100.0,0.0,v2,,mac,qwerty,,,,,675,72.99679487179486,72.79368207899999,69.86561176376,67.13378139065,1.6371227846000007,3.10890623897,3.507484576862,3.8066569779000057,6.458618126039999,7.324132280992,,,,,,,,,1,,,,,,,,,,61.417,925,32
2415,1721300012.0,,2024-07-18 10:53:32.453518+00:00,165,29.78032621,5.540570605,66.48684726,0,1.212121212,1.212121212,EXO,30,34,"The LORD said to Moses, ""Take to yourself sweet spices, gum resin, onycha, and galbanum: sweet spices with pure frankincense. There shall be an equal weight of each.",2417,1,92.85714286,2.424242424,v2,,mac,qwerty,,,,,884,64.62339743589743,71.793342404,69.76678489816,67.13284994714,1.7583349058000006,3.10639330475,3.497392350244,4.049081220300005,6.4535922575999995,7.303947827766,,,,,,,,,1,,,,,,,,,,61.419,925,33
2416,1721300042.0,,2024-07-18 10:54:02.262944+00:00,105,17.35436642,6.050350527,72.60420633,0,1.904761905,1.904761905,EXO,30,35,"You shall make incense of it, a perfume after the art of the perfumer, seasoned with salt, pure and holy.",2418,1,95.0,3.80952381,v2,,mac,qwerty,,,,,388,84.4951923076923,73.36892818599999,69.68301355086,67.13306770856,1.1795803271000007,3.1254409238,3.497478930331,2.5838797553000057,6.491687495700001,7.304120987939999,,,,,,,,,1,,,,,,,,,,61.424,925,34
2417,1721300060.0,,2024-07-18 10:54:19.646231+00:00,158,23.61568679,6.690468136,80.28561764,0,0.632911392,0.632911392,EXO,30,36,"You shall beat some of it very small, and put some of it before the covenant in the Tent of Meeting, where I will meet with you. It shall be to you most holy.",2419,1,97.05882353,1.265822785,v2,,mac,qwerty,,,,,81,96.7948717948718,73.07440654,69.73381604536,67.14536955902,1.242871466300001,3.06280452048,3.497059210144,2.7104620338000056,6.36641468905,7.303281547567001,,,,,,,,,1,,,,,,,,,,61.432,925,35
2418,1721300083.0,,2024-07-18 10:54:43.282502+00:00,116,19.09309625,6.075494434,72.90593321,0,3.448275862,3.448275862,EXO,30,37,"You shall not make this incense, according to its composition, for yourselves: it shall be to you holy for the LORD.",2420,1,95.23809524,6.896551724,v2,,mac,qwerty,,,,,358,85.69711538461539,73.270681412,69.69567461695999,67.14647486876,1.3629799514000005,3.08653459093,3.496989898066,2.9506790040000057,6.41387482995,7.3031429234119996,,,,,,,,,1,,,,,,,,,,61.437,925,36
2419,1721300103.0,,2024-07-18 10:55:02.676707+00:00,87,13.77125246,6.317508176,75.81009811,1,0.0,0.0,EXO,30,38,"Whoever shall make any like that, to smell of it, he shall be cut off from his people.""",2421,1,100.0,0.0,v2,,mac,qwerty,,,,,231,90.78525641025641,73.315542128,69.83754856696001,67.16399271457999,1.1098153944000007,2.95550010813,3.485101786176,2.4443498901000056,6.138012760950001,7.277968098242,,,,,,,,,1,,,,,,,,,,61.443,925,37
2420,1721300116.0,,2024-07-18 10:55:16.472053+00:00,32,4.9862755,6.417615713,77.01138856,1,0.0,0.0,EXO,31,1,"The LORD spoke to Moses, saying,",2422,1,100.0,0.0,v2,,mac,qwerty,,,,,178,92.90865384615384,74.369245734,69.98932570625999,67.17367039539,0.8850962933000007,2.8958974591199995,3.485101786176,1.7701925867000057,6.00556242985,7.277968098242,,,,,,,,,1,,,,,,,,,,61.449,925,38
2421,1721300121.0,,2024-07-18 10:55:21.480260+00:00,93,22.97991017,4.04701321,48.56415851,0,6.451612903,6.451612903,EXO,31,2,"""Behold, I have called by name Bezalel the son of Uri, the son of Hur, of the tribe of Judah.",2423,1,90.0,12.90322581,v2,,mac,qwerty,,,,,2195,12.099358974358974,71.332049688,69.75757100756,67.17582599796,1.5302575836000007,2.94462411447,3.468476475999,3.060515167700006,6.10301574058,7.242907523152,,,,,,,,,1,,,,,,,,,,61.444,925,39
