Test_Number,Rank,Unix_Start_Time,Local_Start_Time,UTC_Start_Time,Characters,Seconds,CPS,WPM,Mistake_Free_Test,Backspaces as % of Verse Length,Incorrect Characters as % of Verse Length,Book,Chapter,Verse #,Verse,Verse_Order,Autostart,% of Words Typed Correctly,Extra Keystrokes %,Test Version,Location,Keyboard,Layout,Caffeine,Custom_1,Custom_2,Custom_3,WPM_Rank,WPM_Percentile,Last 10 Avg,Last 100 Avg,Last 1000 Avg,Incorrect Character % Last 10 Avg,Incorrect Character % Last 100 Avg,Incorrect Character % Last 1000 Avg,Extra Keystrokes % Last 10 Avg,Extra Keystrokes % Last 100 Avg,Extra Keystrokes % Last 1000 Avg,Local_Start_Year,Local_Start_Month,Local_Start_Date,Local_Start_Hour,Local_Start_Minute,Local_Start_10_Minute_Block,Local_Start_15_Minute_Block,Local_Start_30_Minute_Block,Count,Local_End_Time,Local_End_Year,Local_End_Month,Local_End_Date,Local_End_Hour,Local_End_Minute,Local_End_15_Minute_Block,Local_End_10_Minute_Block,Local_End_30_Minute_Block,cumulative_avg,Session,Test_#_Within_Session,Test #
2361,35,1721182241.251812,2024-07-21 10:41:18.000000,2024-07-17 02:10:41.251832+00:00,124,16.90987638,7.332992699066968,87.99591238880362,1,0.0,0.0,EXO,29,24,"You shall put all of this in Aaron's hands, and in his sons' hands, and shall wave them for a wave offering before the LORD.",2361,1,100.0,0.0,v2,,mac,qwerty,,,,,35,99.36389148737138,73.26028208150404,70.3044520061663,66.77561800539576,1.6881295189540204,4.519316673065284,3.5918493328010332,3.4495191111955648,9.329740225144393,7.499643747844797,2024.0,7.0,2024-07-21,10.0,41.0,5.0,3.0,2.0,1,2024-07-21 10:41:34.909876380,2024.0,7.0,2024-07-21,10.0,41.0,3.0,5.0,2.0,61.206,904,1,2361
2223,36,1720561942.440964,,2024-07-09 21:52:22.440985+00:00,81,11.05608429,7.326282783372976,87.91539340047572,1,0.0,0.0,EXO,25,27,"The rings shall be close to the rim, for places for the poles to carry the table.",2223,1,100.0,0.0,v2,,mac,qwerty,,,,,36,99.34518241347054,68.87552565697847,68.1850074478588,65.62702355707489,2.5710824043943,2.786942065256535,3.56069255760756,5.142164808788602,5.700622619460844,7.454265297191509,,,,,,,,,1,,,,,,,,,,60.591,850,104,2223
2281,37,1720563744.0006652,2024-07-21 22:24:00.000000,2024-07-09 22:22:24.000682+00:00,98,13.38374038,7.322317771723811,87.86781326068574,1,0.0,0.0,EXO,27,8,You shall make it hollow with planks. They shall make it as it has been shown you on the mountain.,2281,1,100.0,0.0,v2,,mac,qwerty,,,,,37,99.32647333956969,73.50071091136917,69.48091409793894,66.18134080244155,3.461082661002455,4.061268827074828,3.5589809916039346,7.6814952986655385,8.486166305531158,7.455239914711844,2024.0,7.0,2024-07-21,22.0,24.0,3.0,2.0,1.0,1,2024-07-21 22:24:13.383740380,2024.0,7.0,2024-07-21,22.0,24.0,2.0,3.0,1.0,60.901,887,1,2281
3187,38,1722046499.6298518,2024-07-26 22:14:59.629857,2024-07-27 02:14:59.629881+00:00,138,18.855746375,7.318723812649925,87.82468575179911,1,0.0,0.0,LEV,15,18,"If a man lies with a woman and there is an emission of semen, they shall both bathe themselves in water, and be unclean until the evening.",3187,1,100.0,0.0,v2,,,,,,,,38,99.30776426566885,74.78112069167136,70.55688934908693,68.88205731632722,2.29954886687172,4.484245015211911,4.160391224217369,4.901125952438322,9.49694460471048,8.73624667957262,2024.0,7.0,2024-07-26,22.0,14.0,2.0,1.0,1.0,1,2024-07-26 22:15:18.485603375,2024.0,7.0,2024-07-26,22.0,15.0,2.0,2.0,1.0,63.149,984,64,3187
2945,39,1721855970.409204,2024-07-24 17:19:30.409208,2024-07-24 21:19:30.409227+00:00,109,14.910010458,7.310524718077297,87.72629661692757,1,0.0,0.0,LEV,8,27,"He put all these in Aaron's hands and in his sons' hands, and waved them for a wave offering before the LORD.",2945,1,100.0,0.0,v2,,,,,,,,39,99.289055191768,77.95793932617374,68.86572355261603,68.22560304609296,2.8942428767611235,5.523314703920451,3.5869035909768203,6.29172896942276,11.527919395927954,7.50918600158299,2024.0,7.0,2024-07-24,17.0,19.0,2.0,2.0,1.0,1,2024-07-24 17:19:45.319218458,2024.0,7.0,2024-07-24,17.0,19.0,2.0,2.0,1.0,62.573,982,60,2945
2947,40,1721856014.242267,2024-07-24 17:20:14.242270,2024-07-24 21:20:14.242284+00:00,151,20.671783084,7.304643212750926,87.65571855301111,0,2.6490066225165565,2.6490066225165565,LEV,8,29,"Moses took the breast, and waved it for a wave offering before the LORD. It was Moses' portion of the ram of consecration, as the LORD commanded Moses.",2947,1,96.42857142857144,5.298013245033113,v2,,,,,,,,40,99.27034611786716,76.8825567354356,69.1708363468476,68.25561897947395,3.2717107433138546,5.524713555625633,3.5828777411547263,7.046664702528221,11.517157777304421,7.500113893775089,2024.0,7.0,2024-07-24,17.0,20.0,3.0,2.0,1.0,1,2024-07-24 17:20:34.914053084,2024.0,7.0,2024-07-24,17.0,20.0,2.0,3.0,1.0,62.586,982,62,2947
2013,41,1720320352.0366368,,2024-07-07 02:45:52.036681+00:00,114,15.61243342,7.301872614116005,87.62247136939206,1,0.0,0.0,EXO,18,13,"On the next day, Moses sat to judge the people, and the people stood around Moses from the morning to the evening.",2013,1,100.0,0.0,v2,,mac,qwerty,,,,,41,99.25163704396633,71.60568879974797,67.59392505287872,63.92519810175183,3.418004186771028,3.916326342442586,3.957086279049607,7.7248972624309475,8.18882858309379,8.312525917548525,,,,,,,,,1,,,,,,,,,,59.946,799,29,2013
5218,42,1725056145.6262012,2024-08-30 18:15:45.626205,2024-08-30 22:15:45.626222+00:00,159,21.795004125,7.29524982367949,87.54299788415388,1,0.0,0.0,DEU,11,9,"and that you may prolong your days in the land which the LORD swore to your fathers to give to them and to their offspring, a land flowing with milk and honey.",5218,1,100.0,0.0,v2,,,,,,,,42,99.23292797006548,70.8139974372151,68.6688864738553,66.17610094660365,2.679517682832717,3.015561379260601,4.010476616795432,5.681616010826727,6.404463331774103,8.387934161080802,2024.0,8.0,2024-08-30,18.0,15.0,2.0,2.0,1.0,1,2024-08-30 18:16:07.421209125,2024.0,8.0,2024-08-30,18.0,16.0,2.0,2.0,1.0,63.753,1002,35,5218
2716,43,1721776361.477068,2024-07-23 19:12:41.477072,2024-07-23 23:12:41.477093+00:00,86,11.795793041,7.290734900237727,87.48881880285272,1,0.0,0.0,EXO,40,8,"You shall set up the court around it, and hang up the screen of the gate of the court.",2716,1,100.0,0.0,v2,,,,,,,,43,99.21421889616464,71.41501245577442,65.55415251857013,67.67590379898081,4.090443188172177,3.665575684971734,3.424034432239277,8.71056162830404,7.912135295580402,7.1699309140659695,2024.0,7.0,2024-07-23,19.0,12.0,2.0,1.0,1.0,1,2024-07-23 19:12:53.272865041,2024.0,7.0,2024-07-23,19.0,12.0,1.0,2.0,1.0,61.952,980,55,2716
2713,44,1721776310.8825548,2024-07-23 19:11:50.882558,2024-07-23 23:11:50.882577+00:00,124,17.0418065,7.276223914407196,87.31468697288635,1,0.0,0.0,EXO,40,5,"You shall set the golden altar for incense before the ark of the covenant, and put the screen of the door to the tabernacle.",2713,1,100.0,0.0,v2,,,,,,,,44,99.1955098222638,69.59718249876306,65.27117503983884,67.64546244070583,3.5521240586612586,3.6592933123735722,3.4356327049503026,7.543157532534647,7.878517918805131,7.197615981702747,2024.0,7.0,2024-07-23,19.0,11.0,2.0,1.0,1.0,1,2024-07-23 19:12:07.924364500,2024.0,7.0,2024-07-23,19.0,12.0,1.0,2.0,1.0,61.936,980,52,2713
2453,45,1721300969.4674828,2024-07-21 09:29:30.000000,2024-07-18 11:09:29.467516+00:00,98,13.49021004,7.264527364280457,87.17432837136548,1,0.0,0.0,EXO,32,16,"The tablets were the work of God, and the writing was the writing of God, engraved on the tablets.",2455,1,100.0,0.0,v2,,mac,qwerty,,,,,45,99.17680074836296,67.64729539453488,70.84923026340574,67.33990512802596,5.123201864343477,2.170205138304033,3.4267930759284275,10.401442488336567,4.597515185120489,7.15567702278969,2024.0,7.0,2024-07-21,9.0,29.0,3.0,2.0,1.0,1,2024-07-21 09:29:43.490210040,2024.0,7.0,2024-07-21,9.0,29.0,2.0,3.0,1.0,61.554,944,1,2453
2937,46,1721855779.794006,2024-07-24 17:16:19.794009,2024-07-24 21:16:19.794025+00:00,64,8.815159292,7.260220477023229,87.12264572427875,0,1.5625,1.5625,LEV,8,19,He killed it; and Moses sprinkled the blood around on the altar.,2937,1,91.66666666666666,3.125,v2,,,,,,,,46,99.15809167446211,81.69165982198753,68.40630449421064,68.16151280540689,1.4664021896994899,5.561579532681488,3.5816195036545464,2.9328043793989798,11.578912507751319,7.494511320705364,2024.0,7.0,2024-07-24,17.0,16.0,2.0,2.0,1.0,1,2024-07-24 17:16:28.609168292,2024.0,7.0,2024-07-24,17.0,16.0,2.0,2.0,1.0,62.537,982,52,2937
1818,47,1720219253.976635,,2024-07-05 22:40:53.976658+00:00,63,8.682575792,7.255911322772131,87.07093587326557,1,0.0,0.0,EXO,12,1,"The LORD spoke to Moses and Aaron in the land of Egypt, saying,",1818,1,100.0,0.0,v2,home,mac,qwerty,yes,,,,47,99.13938260056128,71.63383409799405,70.35506327619136,62.64050227062859,3.596648138315227,4.168145465570702,3.937348617898377,7.4881328942408345,8.681404049306682,8.255860387153579,,,,,,,,,1,,,,,,,,,,59.287,761,39,1818
3761,48,1723160645.54845,2024-08-08 19:44:05.548454,2024-08-08 23:44:05.548471+00:00,45,6.202767333,7.254826367674752,87.05791641209703,1,0.0,0.0,NUM,4,17,"The LORD spoke to Moses and to Aaron, saying,",3761,1,100.0,0.0,v2,,,,,,,,48,99.12067352666043,75.85888387868572,68.12058947746867,66.79887455707296,3.0029501977090436,4.139589390065891,4.879839184264246,6.2559003954180845,8.700675936426562,10.22911011745632,2024.0,8.0,2024-08-08,19.0,44.0,5.0,3.0,2.0,1,2024-08-08 19:44:11.751221333,2024.0,8.0,2024-08-08,19.0,44.0,3.0,5.0,2.0,63.356,989,123,3761
5115,49,1725037905.481332,2024-08-30 13:11:45.481334,2024-08-30 17:11:45.481348+00:00,130,17.939923166,7.246407846739158,86.9568941608699,1,0.0,0.0,DEU,7,3,"You shall not make marriages with them. You shall not give your daughter to his son, nor shall you take his daughter for your son.",5115,1,100.0,0.0,v2,,,,,,,,49,99.10196445275959,72.05976051157549,63.441401942997935,65.45500213205752,2.2992538985265365,3.503015760050137,4.090881026068771,5.124168407608012,7.515699394734446,8.522794466188525,2024.0,8.0,2024-08-30,13.0,11.0,2.0,1.0,1.0,1,2024-08-30 13:12:03.421257166,2024.0,8.0,2024-08-30,13.0,12.0,1.0,2.0,1.0,63.652,1001,30,5115
1722,50,1720216845.4337869,2024-07-21 00:45:24.000000,2024-07-05 22:00:45.433807+00:00,138,19.06600288,7.238014223786275,86.85617069,1,0.0,0.0,EXO,8,11,"The frogs shall depart from you, and from your houses, and from your servants, and from your people. They shall remain in the river only.""",1722,1,100.0,0.0,v2,home,mac,qwerty,yes,,,,50,99.08325537885875,67.98499575555056,65.54413582139196,61.264397950474994,5.730183574986027,3.58528599011483,3.914833518215755,13.05074116233257,7.526040114437958,8.20920109838916,2024.0,7.0,2024-07-21,0.0,45.0,5.0,4.0,2.0,1,2024-07-21 00:45:43.066002880,2024.0,7.0,2024-07-21,0.0,45.0,4.0,5.0,2.0,58.665,703,1,1722
3754,51,1723160435.688873,2024-08-08 19:40:35.688878,2024-08-08 23:40:35.688911+00:00,99,13.682727209,7.235399674918711,86.82479609902454,1,0.0,0.0,NUM,4,10,"They shall put it and all its vessels within a covering of sealskin, and shall put it on the frame.",3754,1,100.0,0.0,v2,,,,,,,,51,99.0645463049579,71.21288420481469,67.99103571070987,66.75258644557096,3.2559175166318033,4.112936017138205,4.8909900227509,7.429051150479722,8.62236919057119,10.251783589301427,2024.0,8.0,2024-08-08,19.0,40.0,5.0,3.0,2.0,1,2024-08-08 19:40:49.371605209,2024.0,8.0,2024-08-08,19.0,40.0,3.0,5.0,2.0,63.335,989,116,3754
2977,52,1721856659.169002,2024-07-24 17:30:59.169005,2024-07-24 21:30:59.169026+00:00,133,18.384786416,7.234242323547045,86.81090788256455,0,2.255639097744361,2.255639097744361,LEV,9,23,"Moses and Aaron went into the Tent of Meeting, and came out, and blessed the people; and the LORD's glory appeared to all the people.",2977,1,92.0,4.511278195488721,v2,,,,,,,,52,99.04583723105706,81.36953227393568,72.26966068635194,68.4422441894239,3.916226282316827,4.464526101250308,3.635865261648176,7.972312704493793,9.339680030412536,7.603587771158102,2024.0,7.0,2024-07-24,17.0,30.0,4.0,3.0,2.0,1,2024-07-24 17:31:17.553791416,2024.0,7.0,2024-07-24,17.0,31.0,3.0,4.0,2.0,62.719,982,92,2977
4546,53,1724027498.8966742,2024-08-18 20:31:38.896678,2024-08-19 00:31:38.896698+00:00,88,12.191264,7.218283518427621,86.61940222113145,1,0.0,0.0,NUM,26,56,"According to the lot shall their inheritance be divided between the more and the fewer.""",4546,1,100.0,0.0,v2,,,,,,,,53,99.02712815715621,69.28922421818204,61.6453131600556,63.85138312955444,3.910924902778954,5.566670204833503,4.313753299427021,8.311031010353158,11.534230116531159,8.97235397896131,2024.0,8.0,2024-08-18,20.0,31.0,4.0,3.0,2.0,1,2024-08-18 20:31:51.087942000,2024.0,8.0,2024-08-18,20.0,31.0,3.0,4.0,2.0,63.341,994,31,4546
3745,54,1723160241.200406,2024-08-08 19:37:21.200412,2024-08-08 23:37:21.200440+00:00,45,6.237278042,7.214685588326063,86.57622705991275,0,2.2222222222222223,2.2222222222222223,NUM,4,1,"The LORD spoke to Moses and to Aaron, saying,",3745,1,100.0,4.444444444444445,v2,,,,,,,,54,99.00841908325539,69.89041329261676,68.1820984259972,66.81565868182858,4.260025124184787,4.0744232081301,4.888841742630496,9.136477680586477,8.47116582048249,10.241865163746445,2024.0,8.0,2024-08-08,19.0,37.0,4.0,3.0,2.0,1,2024-08-08 19:37:27.437690042,2024.0,8.0,2024-08-08,19.0,37.0,3.0,4.0,2.0,63.32,989,107,3745
2020,55,1720320494.0,,2024-07-07 02:48:14.485274+00:00,132,18.31066288,7.208914330470409,86.50697196564491,0,0.7575757575757576,0.7575757575757576,EXO,18,20,"You shall teach them the statutes and the laws, and shall show them the way in which they must walk, and the work that they must do.",2020,1,96.29629629629628,1.5151515151515151,v2,,mac,qwerty,,,,,55,98.98971000935454,76.60176441669304,68.07705802998004,64.02877874675382,2.3140533125607723,3.959765205804791,3.9627288038250916,4.899670649803559,8.291751601175289,8.323574969612068,,,,,,,,,1,,,,,,,,,,60.0,799,36,2020
2369,56,1721182441.9068449,2024-07-21 14:01:54.000000,2024-07-17 02:14:01.906869+00:00,122,16.92900588,7.206566109127775,86.47879331,0,2.459016393442623,2.459016393442623,EXO,29,32,"Aaron and his sons shall eat the meat of the ram, and the bread that is in the basket, at the door of the Tent of Meeting.",2369,1,92.59259259,4.918032786885246,v2,,mac,qwerty,,,,,56,98.97100093545369,75.5266537672509,70.82645534049325,66.81549113516729,2.314426234254862,4.392739681848934,3.5982376368866915,5.097623613191931,9.108970603556088,7.5129862198046755,2024.0,7.0,2024-07-21,14.0,1.0,1.0,1.0,1.0,1,2024-07-21 14:02:10.929005880,2024.0,7.0,2024-07-21,14.0,2.0,1.0,1.0,1.0,61.249,912,1,2369
2528,57,1721613706.628213,2024-07-21 22:01:46.628218,2024-07-22 02:01:46.628240+00:00,112,15.5444465,7.20514558044894,86.46174696538728,0,0.8928571428571429,0.8928571428571429,EXO,34,31,"Moses called to them, and Aaron and all the rulers of the congregation returned to him; and Moses spoke to them.",2528,1,95.23809523809524,1.7857142857142856,v2,,,,,,,,57,98.95229186155285,69.68774103771226,66.75841951074429,67.53796319152413,2.645873417797054,2.819258180015138,3.438841634114092,5.291746835594109,5.927145195215339,7.184781057164647,2024.0,7.0,2024-07-21,22.0,1.0,1.0,1.0,1.0,1,2024-07-21 22:02:02.172664500,2024.0,7.0,2024-07-21,22.0,2.0,1.0,1.0,1.0,61.677,979,22,2528
4665,58,1724106122.965899,2024-08-19 18:22:02.965902,2024-08-19 22:22:02.965919+00:00,160,22.2190685,7.201021951032736,86.41226341239283,1,0.0,0.0,NUM,30,16,"These are the statutes which the LORD commanded Moses, between a man and his wife, between a father and his daughter, being in her youth, in her father's house.",4665,1,100.0,0.0,v2,,,,,,,,58,98.93358278765201,70.3819981538694,72.86117629977329,64.79300768156841,2.545280501100294,3.5611807768050845,4.153921550796071,5.090561002200586,7.447298662287487,8.623116930602977,2024.0,8.0,2024-08-19,18.0,22.0,3.0,2.0,1.0,1,2024-08-19 18:22:25.184970500,2024.0,8.0,2024-08-19,18.0,22.0,2.0,3.0,1.0,63.554,995,111,4665
2246,59,1720562448.1248791,2024-07-21 00:48:06.000000,2024-07-09 22:00:48.124894+00:00,178,24.74536767,7.193265519532814,86.31918623439377,0,0.5617977528089888,0.5617977528089888,EXO,26,10,"You shall make fifty loops on the edge of the one curtain that is outermost in the coupling, and fifty loops on the edge of the curtain which is outermost in the second coupling.",2246,1,97.05882352941175,1.1235955056179776,v2,,mac,qwerty,,,,,59,98.91487371375118,76.6034577704269,68.49814572319848,65.82634291572067,3.0996121526368983,3.7427706943598644,3.6209060411090124,6.604677157731258,7.737240747322442,7.585613548010688,2024.0,7.0,2024-07-21,0.0,48.0,5.0,4.0,2.0,1,2024-07-21 00:48:30.745367670,2024.0,7.0,2024-07-21,0.0,48.0,4.0,5.0,2.0,60.712,852,1,2246
3342,60,1722218366.5520809,2024-07-28 21:59:26.552087,2024-07-29 01:59:26.552114+00:00,144,20.028593,7.189721215064882,86.27665458077858,1,0.0,0.0,LEV,20,23,"You shall not walk in the customs of the nation which I am casting out before you; for they did all these things, and therefore I abhorred them.",3342,1,100.0,0.0,v2,,,,,,,,60,98.89616463985033,69.22947877774513,63.609158022412146,68.27119328828181,3.77841161106259,3.918150420915785,4.1020790704546775,7.977875853704124,8.193501639691927,8.614060505851038,2024.0,7.0,2024-07-28,21.0,59.0,6.0,4.0,2.0,1,2024-07-28 21:59:46.580680000,2024.0,7.0,2024-07-28,21.0,59.0,4.0,6.0,2.0,63.294,985,99,3342
3798,61,1723161543.809942,2024-08-08 19:59:03.809947,2024-08-08 23:59:03.809969+00:00,32,4.450903792,7.189551042985114,86.27461251582136,1,0.0,0.0,NUM,5,5,"The LORD spoke to Moses, saying,",3798,1,100.0,0.0,v2,,,,,,,,61,98.87745556594949,70.65359233983654,68.9088051839107,66.81103676015061,4.4734000220360794,4.814691195387962,4.946477276921607,9.615188270166781,10.079316790577437,10.357219394100312,2024.0,8.0,2024-08-08,19.0,59.0,6.0,4.0,2.0,1,2024-08-08 19:59:08.260850792,2024.0,8.0,2024-08-08,19.0,59.0,4.0,6.0,2.0,63.414,989,160,3798
2193,62,1720551168.1266408,,2024-07-09 18:52:48.126667+00:00,66,9.193688625,7.178837862806127,86.14605435367352,1,0.0,0.0,EXO,24,15,"Moses went up on the mountain, and the cloud covered the mountain.",2193,1,100.0,0.0,v2,,mac,qwerty,,,,,62,98.85874649204864,67.68192223432195,68.53959255753165,65.66011500155001,3.7866305616337383,2.146893555872445,3.5265501489938997,7.960357897496162,4.357465399041874,7.38300907557985,,,,,,,,,1,,,,,,,,,,60.549,850,74,2193
2969,63,1721856500.381956,2024-07-24 17:28:20.381960,2024-07-24 21:28:20.381979+00:00,154,21.453962125,7.178161269360403,86.13793523232484,0,1.948051948051948,1.948051948051948,LEV,9,15,"He presented the people's offering, and took the goat of the sin offering which was for the people, and killed it, and offered it for sin, like the first.",2969,1,93.10344827586206,3.896103896103896,v2,,,,,,,,63,98.8400374181478,78.46309731830947,71.8567177064828,68.35275545526989,3.6497266711631013,4.251119239311347,3.6366599176868117,7.497364805491358,8.907179047735324,7.6068927430049795,2024.0,7.0,2024-07-24,17.0,28.0,3.0,2.0,1.0,1,2024-07-24 17:28:41.835922125,2024.0,7.0,2024-07-24,17.0,28.0,2.0,3.0,1.0,62.674,982,84,2969
2007,64,1720320192.5855129,,2024-07-07 02:43:12.585527+00:00,136,18.97468692,7.1674436893160784,86.00932427179293,1,0.0,0.0,EXO,18,7,"Moses went out to meet his father-in-law, and bowed and kissed him. They asked each other of their welfare, and they came into the tent.",2007,1,100.0,0.0,v2,,mac,qwerty,,,,,64,98.82132834424696,65.78147397176892,66.70866472080263,63.87381523155628,2.695988828199339,3.990934511250953,3.9558642519646736,5.39197765639868,8.274526179879635,8.306397435456313,,,,,,,,,1,,,,,,,,,,59.911,799,23,2007
2967,65,1721856474.441262,2024-07-24 17:27:54.441266,2024-07-24 21:27:54.441288+00:00,102,14.235267916,7.165302444736931,85.98362933684318,1,0.0,0.0,LEV,9,13,"They delivered the burnt offering to him, piece by piece, and the head. He burned them upon the altar.",2967,1,100.0,0.0,v2,,,,,,,,65,98.80261927034611,71.74698797286005,71.58320773641947,68.32747076971444,8.676093278412061,4.283722053164161,3.6398400708669647,17.550098019989278,8.972384675440953,7.6132530493652855,2024.0,7.0,2024-07-24,17.0,27.0,3.0,2.0,1.0,1,2024-07-24 17:28:08.676533916,2024.0,7.0,2024-07-24,17.0,28.0,2.0,3.0,1.0,62.657,982,82,2967
2820,66,1721847868.560597,2024-07-24 15:04:28.560600,2024-07-24 19:04:28.560612+00:00,145,20.239229417,7.1643043819744845,85.97165258369381,0,1.3793103448275863,1.3793103448275863,LEV,4,24,"He shall lay his hand on the head of the goat, and kill it in the place where they kill the burnt offering before the LORD. It is a sin offering.",2820,1,96.7741935483871,2.7586206896551726,v2,,,,,,,,66,98.78391019644528,77.96541326820689,70.73936857998665,67.7072188477905,2.8814756784979645,4.193433184413588,3.432466682085393,5.762951356995929,8.753216750137149,7.190532043298624,2024.0,7.0,2024-07-24,15.0,4.0,1.0,1.0,1.0,1,2024-07-24 15:04:48.799829417,2024.0,7.0,2024-07-24,15.0,4.0,1.0,1.0,1.0,62.279,981,18,2820
2973,67,1721856586.22832,2024-07-24 17:29:46.228326,2024-07-24 21:29:46.228354+00:00,133,18.565161333,7.1639560580380985,85.96747269645718,0,2.255639097744361,2.255639097744361,LEV,9,19,"and the fat of the bull and of the ram, the fat tail, and that which covers the innards, and the kidneys, and the cover of the liver;",2973,1,92.85714285714286,4.511278195488721,v2,,,,,,,,67,98.76520112254443,80.02869287931775,72.03284412605855,68.39246983409672,4.503416155015236,4.3730459414554375,3.6333793492923294,9.146692449890612,9.156719710822795,7.601730207614795,2024.0,7.0,2024-07-24,17.0,29.0,3.0,2.0,1.0,1,2024-07-24 17:30:04.793487333,2024.0,7.0,2024-07-24,17.0,30.0,3.0,4.0,2.0,62.698,982,88,2973
4488,68,1724020050.948517,2024-08-18 18:27:30.948519,2024-08-18 22:27:30.948530+00:00,32,4.467075834,7.163522892635989,85.96227471163186,1,0.0,0.0,NUM,25,16,"The LORD spoke to Moses, saying,",4488,1,100.0,0.0,v2,,,,,,,,68,98.7464920486436,61.759749684258885,63.944939163686,64.08479952194183,8.317202730150688,4.650169117493362,4.322078246701646,17.09243613019645,9.64902970861163,8.989879799700656,2024.0,8.0,2024-08-18,18.0,27.0,3.0,2.0,1.0,1,2024-08-18 18:27:35.415594834,2024.0,8.0,2024-08-18,18.0,27.0,2.0,3.0,1.0,63.387,992,310,4488
1374,69,1720050149.9209862,,2024-07-03 23:42:29.921008+00:00,86,12.00960413,7.160935457,85.93122548075664,1,0.0,0.0,GEN,45,15,"He kissed all his brothers, and wept on them. After that his brothers talked with him.",1374,1,100.0,0.0,v2,,,,yes,,,,69,98.72778297474275,70.0747281395729,63.342060486959,57.25910260511146,3.606139555649391,4.269119486531065,4.15031340628792,7.475210145781543,9.035433548040995,8.702723213459233,,,,,,,,,1,,,,,,,,,,57.226,594,43,1374
3054,70,1721966196.82135,2024-07-25 23:56:36.821353,2024-07-26 03:56:36.821366+00:00,45,6.291026125,7.1530461177348865,85.83655341281863,1,0.0,0.0,LEV,13,1,"The LORD spoke to Moses and to Aaron, saying,",3054,1,100.0,0.0,v2,,,,,,,,70,98.7090739008419,71.79631735591781,69.84251839617208,68.47034878267674,4.925993021454068,6.308247677379294,3.83198742788839,10.036317840143155,13.016606756594408,8.007530662738594,2024.0,7.0,2024-07-25,23.0,56.0,6.0,4.0,2.0,1,2024-07-25 23:56:43.112379125,2024.0,7.0,2024-07-25,23.0,56.0,4.0,6.0,2.0,62.852,983,54,3054
3382,71,1722298291.8503182,2024-07-29 20:11:31.850323,2024-07-30 00:11:31.850345+00:00,109,15.238610542,7.1528831122482535,85.83459734697904,1,0.0,0.0,LEV,22,12,"If a priest's daughter is married to an outsider, she shall not eat of the heave offering of the holy things.",3382,1,100.0,0.0,v2,,,,,,,,71,98.69036482694106,71.87091959931514,65.91625342766696,68.32463886854623,3.4357280588807497,3.8618643216462623,4.1651365695386255,7.222854719160099,8.071054164652908,8.745061311471787,2024.0,7.0,2024-07-29,20.0,11.0,2.0,1.0,1.0,1,2024-07-29 20:11:47.088933542,2024.0,7.0,2024-07-29,20.0,11.0,1.0,2.0,1.0,63.371,986,31,3382
4689,72,1724106632.492152,2024-08-19 18:30:32.492156,2024-08-19 22:30:32.492177+00:00,112,15.667502417,7.148554825080133,85.7826579009616,0,0.8928571428571429,0.8928571428571429,NUM,31,24,"You shall wash your clothes on the seventh day, and you shall be clean. Afterward you shall come into the camp.""",4689,1,95.23809523809524,1.7857142857142856,v2,,,,,,,,72,98.67165575304023,72.15694290839856,73.60836599783416,64.92505994078788,3.2095824350138273,3.5549789089867834,4.1447800510757675,7.003043578579134,7.425861346050405,8.606120727201185,2024.0,8.0,2024-08-19,18.0,30.0,4.0,3.0,2.0,1,2024-08-19 18:30:48.159658417,2024.0,8.0,2024-08-19,18.0,30.0,3.0,4.0,2.0,63.608,995,135,4689
2240,73,1720562314.0,,2024-07-09 21:58:34.325961+00:00,185,25.88016771,7.148330802186612,85.77996962623934,0,1.0810810810810811,0.5405405405405406,EXO,26,4,"You shall make loops of blue on the edge of the one curtain from the edge in the coupling, and you shall do likewise on the edge of the curtain that is outermost in the second coupling.",2240,1,97.2972973,2.1621621621621623,v2,,mac,qwerty,,,,,73,98.65294667913939,74.35008415031763,68.10137122945622,65.716119499876,2.966356502328804,3.6373306168574,3.619399753044537,6.040821112765715,7.496626117882577,7.581202327587851,,,,,,,,,1,,,,,,,,,,60.662,850,121,2240
2988,74,1721856994.294552,2024-07-24 17:36:34.294562,2024-07-24 21:36:34.294585+00:00,101,14.129572458,7.148128529735871,85.77754235683045,0,0.99009900990099,0.99009900990099,LEV,10,10,"You are to make a distinction between the holy and the common, and between the unclean and the clean.",2988,1,100.0,1.98019801980198,v2,,,,,,,,74,98.63423760523854,65.1811231202307,72.8987921352413,68.45165308218442,3.9256745320946265,4.093658332981962,3.6318914565734493,8.028679695341541,8.493482479210728,7.596349637533293,2024.0,7.0,2024-07-24,17.0,36.0,4.0,3.0,2.0,1,2024-07-24 17:36:48.424134458,2024.0,7.0,2024-07-24,17.0,36.0,3.0,4.0,2.0,62.729,982,103,2988
2285,75,1720563843.145943,,2024-07-09 22:24:03.145966+00:00,120,16.78796833,7.147976313733973,85.77571576480767,1,0.0,0.0,EXO,27,12,"For the width of the court on the west side shall be hangings of fifty cubits; their pillars ten, and their sockets ten.",2285,1,100.0,0.0,v2,,mac,qwerty,,,,,75,98.6155285313377,75.75755717258997,69.64366831653493,66.24280735232082,2.917617503112402,4.097857600113182,3.5468461526409993,6.327753178337778,8.578574620838634,7.432893313709051,,,,,,,,,1,,,,,,,,,,60.926,890,2,2285
